"Record Length",50000,"Points",-5.04000000e-001,9.60000038e-002
"Sample Interval",2.00000000e-005,s,-5.03980000e-001,2.28000009e-001
"Trigger Point",25200,"Samples",-5.03960000e-001,2.52000010e-001
"Trigger Time",1.50737073e-005,s,-5.03940000e-001,2.04000008e-001
"",,,-5.03920000e-001,1.68000007e-001
"Horizontal Offset",-5.04000000e-001,s,-5.03900000e-001,1.56000006e-001
,,,-5.03880000e-001,1.44000006e-001
,,,-5.03860000e-001,1.44000006e-001
,,,-5.03840000e-001,1.08000004e-001
,,,-5.03820000e-001,1.08000004e-001
,,,-5.03800000e-001,1.32000005e-001
,,,-5.03780000e-001,1.32000005e-001
,,,-5.03760000e-001,1.80000007e-001
,,,-5.03740000e-001,2.04000008e-001
,,,-5.03720000e-001,2.16000009e-001
,,,-5.03700000e-001,2.40000010e-001
,,,-5.03680000e-001,3.00000012e-001
,,,-5.03660000e-001,1.92000008e-001
,,,-5.03640000e-001,1.56000006e-001
,,,-5.03620000e-001,1.32000005e-001
,,,-5.03600000e-001,1.56000006e-001
,,,-5.03580000e-001,2.04000008e-001
,,,-5.03560000e-001,1.68000007e-001
,,,-5.03540000e-001,1.32000005e-001
,,,-5.03520000e-001,1.32000005e-001
,,,-5.03500000e-001,1.32000005e-001
,,,-5.03480000e-001,1.32000005e-001
,,,-5.03460000e-001,1.20000005e-001
,,,-5.03440000e-001,1.56000006e-001
,,,-5.03420000e-001,1.32000005e-001
,,,-5.03400000e-001,1.32000005e-001
,,,-5.03380000e-001,1.20000005e-001
,,,-5.03360000e-001,1.68000007e-001
,,,-5.03340000e-001,1.92000008e-001
,,,-5.03320000e-001,1.44000006e-001
,,,-5.03300000e-001,1.08000004e-001
,,,-5.03280000e-001,1.80000007e-001
,,,-5.03260000e-001,2.40000010e-001
,,,-5.03240000e-001,1.80000007e-001
,,,-5.03220000e-001,2.52000010e-001
,,,-5.03200000e-001,1.92000008e-001
,,,-5.03180000e-001,1.92000008e-001
,,,-5.03160000e-001,1.68000007e-001
,,,-5.03140000e-001,1.56000006e-001
,,,-5.03120000e-001,1.68000007e-001
,,,-5.03100000e-001,1.56000006e-001
,,,-5.03080000e-001,1.32000005e-001
,,,-5.03060000e-001,1.20000005e-001
,,,-5.03040000e-001,1.20000005e-001
,,,-5.03020000e-001,1.68000007e-001
,,,-5.03000000e-001,1.68000007e-001
,,,-5.02980000e-001,1.56000006e-001
,,,-5.02960000e-001,1.32000005e-001
,,,-5.02940000e-001,1.32000005e-001
,,,-5.02920000e-001,1.56000006e-001
,,,-5.02900000e-001,1.56000006e-001
,,,-5.02880000e-001,1.68000007e-001
,,,-5.02860000e-001,2.16000009e-001
,,,-5.02840000e-001,4.08000016e-001
,,,-5.02820000e-001,4.08000016e-001
,,,-5.02800000e-001,2.64000010e-001
,,,-5.02780000e-001,2.28000009e-001
,,,-5.02760000e-001,2.04000008e-001
,,,-5.02740000e-001,2.64000010e-001
,,,-5.02720000e-001,1.92000008e-001
,,,-5.02700000e-001,1.92000008e-001
,,,-5.02680000e-001,1.68000007e-001
,,,-5.02660000e-001,1.68000007e-001
,,,-5.02640000e-001,1.32000005e-001
,,,-5.02620000e-001,1.20000005e-001
,,,-5.02600000e-001,1.20000005e-001
,,,-5.02580000e-001,1.08000004e-001
,,,-5.02560000e-001,1.44000006e-001
,,,-5.02540000e-001,1.32000005e-001
,,,-5.02520000e-001,2.40000010e-001
,,,-5.02500000e-001,2.52000010e-001
,,,-5.02480000e-001,2.04000008e-001
,,,-5.02460000e-001,1.92000008e-001
,,,-5.02440000e-001,2.04000008e-001
,,,-5.02420000e-001,1.44000006e-001
,,,-5.02400000e-001,1.20000005e-001
,,,-5.02380000e-001,1.20000005e-001
,,,-5.02360000e-001,1.68000007e-001
,,,-5.02340000e-001,1.32000005e-001
,,,-5.02320000e-001,1.32000005e-001
,,,-5.02300000e-001,2.76000011e-001
,,,-5.02280000e-001,2.64000010e-001
,,,-5.02260000e-001,1.92000008e-001
,,,-5.02240000e-001,2.16000009e-001
,,,-5.02220000e-001,2.04000008e-001
,,,-5.02200000e-001,2.04000008e-001
,,,-5.02180000e-001,1.32000005e-001
,,,-5.02160000e-001,1.44000006e-001
,,,-5.02140000e-001,1.32000005e-001
,,,-5.02120000e-001,1.44000006e-001
,,,-5.02100000e-001,3.84000015e-001
,,,-5.02080000e-001,3.60000014e-001
,,,-5.02060000e-001,2.40000010e-001
,,,-5.02040000e-001,1.80000007e-001
,,,-5.02020000e-001,1.32000005e-001
,,,-5.02000000e-001,1.08000004e-001
,,,-5.01980000e-001,1.08000004e-001
,,,-5.01960000e-001,1.32000005e-001
,,,-5.01940000e-001,1.56000006e-001
,,,-5.01920000e-001,1.32000005e-001
,,,-5.01900000e-001,1.08000004e-001
,,,-5.01880000e-001,1.80000007e-001
,,,-5.01860000e-001,1.92000008e-001
,,,-5.01840000e-001,1.80000007e-001
,,,-5.01820000e-001,1.68000007e-001
,,,-5.01800000e-001,1.44000006e-001
,,,-5.01780000e-001,1.20000005e-001
,,,-5.01760000e-001,1.56000006e-001
,,,-5.01740000e-001,1.56000006e-001
,,,-5.01720000e-001,1.32000005e-001
,,,-5.01700000e-001,1.92000008e-001
,,,-5.01680000e-001,1.92000008e-001
,,,-5.01660000e-001,2.16000009e-001
,,,-5.01640000e-001,1.68000007e-001
,,,-5.01620000e-001,1.44000006e-001
,,,-5.01600000e-001,1.32000005e-001
,,,-5.01580000e-001,1.44000006e-001
,,,-5.01560000e-001,1.68000007e-001
,,,-5.01540000e-001,1.92000008e-001
,,,-5.01520000e-001,1.56000006e-001
,,,-5.01500000e-001,1.56000006e-001
